<<<<<<< HEAD
_id,ADDRESS_INFO,NAME,CATEGORY,PHONE,EMAIL,WEBSITE,GEOID,RECEIVED_DATE,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,WARD,WARD_2003,WARD_2021,MI_PRINX,ATTRACTION,MAP_ACCESS,geometry,Latitude,Longitude,area
95,,Mysteriously Yours Mystery Dinner Theatre,Performing Arts,647-361-5114,,https://mysteriouslyyours.ca/,7730034.0,,10430693.0,33,Gerrard St E,33 Gerrard St W,M5G 1Z4,former Toronto,Toronto,,115001.0,10430691.0,2026.0,,,,4733.0,University-Rosedale,27.0,11.0,2489893.0,Mysteriously Yours. Mystery Dinner Theatre is a murder mystery dinner theatre located in  Downtown Toronto.,Y,"{""coordinates"": [[-79.38306, 43.65835]], ""type"": ""MultiPoint""}",43.65835,-79.38306,other,0.85
96,,Native Earth Performing Arts & Aki Studio,Performing Arts,416-531-1402,,https://www.nativeearth.ca/,30022280.0,,30022280.0,585,Dundas St E,585 Dundas St E,M5A 2B7,former Toronto,Toronto,,100002.0,30025387.0,585.0,,,,3334.0,Toronto Centre,28.0,13.0,3217102.0,Native Earth Performing Arts is a theatre company devoted to the artistic expression of the Indigenous experience. Located in Daniels Spectrum.,Y,"{""coordinates"": [[-79.36207, 43.66006]], ""type"": ""MultiPoint""}",43.66006,-79.36207,other,0.85
97,,Old City Hall,Landmark,416-338-0338,,https://www.toronto.ca/311/knowledgebase/kb/docs/articles/Corporate-Real-Estate-Management/facilities-management/old-city-hall-toronto-courthouse.html,8068212.0,,8068212.0,60,Queen St W,60 Queen St W,M5H 2M3,former Toronto,Toronto,Old City Hall - Building Grounds,104001.0,8068215.0,60.0,,,,4238.0,Toronto Centre,27.0,13.0,3838088.0,"Old City Hall is a landmark building that was used as Toronto's second City Hall and is a great example of beautiful architecture. Today, it is used as a courthouse.",Y,"{""coordinates"": [[-79.38171, 43.65251]], ""type"": ""MultiPoint""}",43.65251,-79.38171,downtown,1.0
98,,Onsite Gallery [at] OCADU,Gallery,416-977-6000,,https://www.ocadu.ca/gallery/onsite,7929608.0,,7929608.0,199,Richmond St W,199 Richmond St W,M5V 0H4,former Toronto,Toronto,,104008.0,14025348.0,199.0,,,,4277.0,Spadina-Fort York,20.0,10.0,2662467.0,Onsite [at] OCAD U provides the opportunity and space of an art gallery to exhibit students contemporary work.,Y,"{""coordinates"": [[-79.38807, 43.6495]], ""type"": ""MultiPoint""}",43.6495,-79.38807,downtown,1.0
99,,Osgoode Hall,Landmark,416-947-3300,,https://www.osgoode.yorku.ca/,14200071.0,,14200071.0,130,Queen St W,130 Queen St W,M5H 2N6,former Toronto,Toronto,,115001.0,1145285.0,130.0,,,,4238.0,Spadina-Fort York,27.0,10.0,1842308.0,"Constructed in the 19th century, Osgoode Hall acts as the judicial landmark of Toronto, with institutions like the Ontario Court of Appeal, the Law Society of Upper Canada, and the Divisional Court of the Superior Court of Justice.",Y,"{""coordinates"": [[-79.38578, 43.65202]], ""type"": ""MultiPoint""}",43.65202,-79.38578,downtown,1.0
100,,Polson Pier,Landmark,,,https://g.co/kgs/rY8Pkrh,9213006.0,,9213006.0,11,Polson St,11 Polson St,M5A 1A4,former Toronto,Toronto,,115001.0,9213005.0,11.0,,,,4205.0,Toronto-Danforth,30.0,14.0,2756589.0,"Located on the water, the Polson Pier is a waterfront property that includes a drive-in cinema, patio bar, concert venues, and much more.",Y,"{""coordinates"": [[-79.35559, 43.64102]], ""type"": ""MultiPoint""}",43.64102,-79.35559,other,0.85
101,,Princess of Wales Theatre,Performing Arts,1-800-461-3333,,https://www.mirvish.com/theatres/princess-of-wales-theatre,10180377.0,,10180377.0,300,King St W,300 King St W,M5V 1J2,former Toronto,Toronto,,115001.0,10180374.0,300.0,,,,3780.0,Spadina-Fort York,20.0,10.0,1701544.0,Owned by Mirvish Productions. The Princess of Wales Theatre opened in 1993 and is the home  of many famous theatrical productions,Y,"{""coordinates"": [[-79.38919, 43.64689]], ""type"": ""MultiPoint""}",43.64689,-79.38919,downtown,1.0
102,,Queen Elizabeth Theatre,Performing Arts,416-263-3293,,https://queenelizabeththeatre.ca/,13497595.0,,13497595.0,190,Princes' Blvd,190 Princes' Blvd,M6K 3C3,former Toronto,Toronto,,107007.0,20230465.0,190.0,,,,20228.0,Spadina-Fort York,19.0,10.0,4163956.0,"Located at Exhibition Place, the Queen Elizabeth Theatre is an auditorium that is the venue for various entertainment events",N,"{""coordinates"": [[-79.42137, 43.63271]], ""type"": ""MultiPoint""}",43.63271,-79.42137,other,0.65
103,,Queen's Park: Legislative Assembly of Ontario,Landmark,416-325-7500,,https://www.ola.org/en/visit-learn/parliament-government/explore-queens-park,8128874.0,,8128867.0,1,Queen's Park,1 Queen's Park,M7A 1A2,former Toronto,Toronto,,115001.0,30030173.0,1.0,,,,4649.0,University-Rosedale,27.0,11.0,3228046.0,"A variety of free tour options are available all year round to visit Ontarios historic Legislative Building (iconic sandstone Richardson Romanesque style building, completed in 1893).",Y,"{""coordinates"": [[-79.39159, 43.66223]], ""type"": ""MultiPoint""}",43.66223,-79.39159,other,0.85
104,,Randolph Centre for the Arts,Performing Arts,416-924-2243,,https://www.randolphcollege.ca/,6924860.0,,6924860.0,736,Bathurst St,736 Bathurst St,M5S 2R4,former Toronto,Toronto,,109001.0,6924849.0,736.0,,,,436.0,University-Rosedale,19.0,11.0,1515880.0,The historic Randolph Theatre is a 500-seat theatre located in a former Gothic revival style church.,N,"{""coordinates"": [[-79.41085, 43.66365]], ""type"": ""MultiPoint""}",43.66365,-79.41085,other,0.65
105,,Redpath Sugar Museum,Museum,416-366-3561,,https://www.redpathsugar.com/,8351189.0,,8351189.0,95,Queens Quay E,95 Queens Quay E,M5E 1A3,former Toronto,Toronto,,115001.0,8351188.0,95.0,,,,4243.0,Spadina-Fort York,28.0,10.0,2740306.0,"Located inside the Redpath Refinery, the Redpath Sugar Museum is for those interested in the history of sugar, the development and the role of the Redpath family in Canada's industry sector, and much more.",Y,"{""coordinates"": [[-79.37124, 43.64291]], ""type"": ""MultiPoint""}",43.64291,-79.37124,waterfront,1.0
106,,Ripley's Aquarium of Canada,Attraction,647-351-3474,,https://www.ripleyaquariums.com/canada/,30025661.0,,30025661.0,288,Bremner Blvd,288 Bremner Blvd,M5V 3L9,former Toronto,Toronto,,106008.0,13975104.0,288.0,,,,11078.0,Spadina-Fort York,20.0,10.0,3212213.0,"Canadas largest aquarium. Interactive attractions feature over 5.7 million litres of water and more than 16,000 marine animals.",Y,"{""coordinates"": [[-79.38661, 43.64217]], ""type"": ""MultiPoint""}",43.64217,-79.38661,downtown,1.0
107,,Riverdale Farm,Attraction,416-392-6794,,http://riverdalefarmtoronto.ca/,7684079.0,,7684079.0,201,Winchester St,201 Winchester St,M4X 1B8,former Toronto,Toronto,,106001.0,30098184.0,201.0,,,,4697.0,Toronto Centre,28.0,13.0,4240791.0,"On 7.5 acres, Riverdale Farm is an historic working farm with many scenic pathways and farm animals.",Y,"{""coordinates"": [[-79.36173, 43.66697]], ""type"": ""MultiPoint""}",43.66697,-79.36173,other,0.85
108,,Riverdale Park (East and West),Nature/ Park,416-392-2489,,https://www.toronto.ca/data/parks/prd/facilities/complex/343/index.html,4840437.0,,4840437.0,550,Broadview Ave,550 Broadview Ave,M4K 2N6,former Toronto,Toronto,Riverdale Park East,115001.0,4840438.0,550.0,,,,44.0,Toronto-Danforth,30.0,14.0,3836161.0,"A Toronto park that is great for all seasons. Riverdale Park West has three multipurpose sport fields, seven tennis courts, an outdoor ice rink, two baseball diamonds, and much more.",Y,"{""coordinates"": [[-79.35637, 43.6684]], ""type"": ""MultiPoint""}",43.6684,-79.35637,other,0.85
109,,Rogers Centre,Sports / Entertainment Venue,416-341-1000,,https://www.mlb.com/bluejays/ballpark,5866193.0,,5866193.0,1,Blue Jays Way,1 Blue Jays Way,M5V 1J4,former Toronto,Toronto,The Dome,106008.0,30064794.0,1.0,,,,11088.0,Spadina-Fort York,20.0,10.0,3819271.0,The Rogers Centre is a multipurpose venue. Home to the Toronto Blue Jays (Major League Baseball) and the Toronto Argonauts (Canadian Football League).,Y,"{""coordinates"": [[-79.38943, 43.64155]], ""type"": ""MultiPoint""}",43.64155,-79.38943,downtown,1.0
110,,Rosetta McClain Gardens,Nature/ Park,416-396-7378,,www.toronto.ca/data/parks/prd/facilities/complex/19/index.html,2893748.0,,2893748.0,5,Glen Everest Rd,5 Glen Everest Rd,M1N 1J2,Scarborough,Toronto,,106001.0,30074994.0,5.0,,,,7980.0,Scarborough Southwest,36.0,20.0,4094638.0,"The Rosetta McClain Gardens is a great place to safely see the Scarborough Bluffs and has beautiful rose gardens. There are signs available in braille, textured paths, raised planters, and a ramp to ensure accessibility.",Y,"{""coordinates"": [[-79.25576, 43.69682]], ""type"": ""MultiPoint""}",43.69682,-79.25576,other,0.85
111,,Rouge Beach Park,Nature/ Park,416-264-2020,,https://www.toronto.ca/data/parks/prd/facilities/complex/340/index.html,20044128.0,,20044128.0,195,Rouge Hills Dr,195 Rouge Hills Dr,M1C 2Y9,Scarborough,Toronto,Rouge Park - Rouge Beach Park,106001.0,30059747.0,195.0,,,,8843.0,Scarborough-Rouge Park,42.0,25.0,4061645.0,"One of Toronto's designated swimming beaches, Rouge Beach has two distinct areas a white sand beach and a marsh habitat.",Y,"{""coordinates"": [[-79.11853, 43.79314]], ""type"": ""MultiPoint""}",43.79314,-79.11853,other,0.85
112,,Rouge National Urban Park,Nature/ Park,416-264-2020,,https://www.pc.gc.ca/en/pn-np/on/rouge,6349679.0,,6349679.0,25,Zoo Rd,25 Zoo Rd,M1B 5W8,Scarborough,Toronto,,115001.0,6349680.0,1749.0,,,,8470.0,Scarborough-Rouge Park,42.0,25.0,3809023.0,"Canada's first national park within an urban area, the park is Toronto's largest. It features hiking trails, a campground and Rouge Beach.",Y,"{""coordinates"": [[-79.17277, 43.81793]], ""type"": ""MultiPoint""}",43.81793,-79.17277,other,0.85
113,,Rouge Valley Conservation Centre,Nature/ Park,416-282-8265,,https://www.rvcc.ca/Rouge_Valley_Conservation_Centre.html,,,,1749,Meadowvale Rd,1749 Meadowvale Rd,M1B 5W8,former Toronto,Toronto,,,,,,,,,Scarborough-Rouge Park,42.0,25.0,,The Centre focuses on environmental restoration and research while also offering interpretive walks and educational programs for the public.,,"{""coordinates"": [[-79.17101, 43.81904]], ""type"": ""MultiPoint""}",43.81904,-79.17101,other,0.65
114,,Roy Thomson Hall,Performing Arts,416-872-4255,,https://www.roythomsonhall.com/,868439.0,,868439.0,60,Simcoe St,60 Simcoe St,M5J 2H5,former Toronto,Toronto,,107010.0,1146180.0,60.0,,,,4411.0,Spadina-Fort York,20.0,10.0,2690432.0,"Opened in 1982, Roy Thomson Hall is home of the Toronto Symphony Orchestra and the Toronto Mendelssohn Choir.",Y,"{""coordinates"": [[-79.38641, 43.64661]], ""type"": ""MultiPoint""}",43.64661,-79.38641,downtown,1.0
115,,Royal Alexandra Theatre,Performing Arts,1-800-461-3333,,https://www.mirvish.com/theatres/royal-alexandra-theatre,7929660.0,,7929660.0,260,King St W,260 King St W,M5V 1H9,former Toronto,Toronto,,107002.0,7929656.0,260.0,,,,3780.0,Spadina-Fort York,20.0,10.0,2869253.0,Owned by Mirvish Productions. The Royal Alexandra Theatre built in beaux-arts architectural style in 1907. It is home to numerous performances and performers.,Y,"{""coordinates"": [[-79.38758, 43.64733]], ""type"": ""MultiPoint""}",43.64733,-79.38758,downtown,1.0
116,,Royal Conservatory of Music,Performing Arts,416-408-2824,,https://www.rcmusic.com/,772768.0,,772768.0,273,Bloor St W,273 Bloor St W,M5S 1W2,former Toronto,Toronto,,102007.0,8408552.0,273.0,,,,458.0,University-Rosedale,20.0,11.0,3829169.0,The Toronto Conservatory of Music was founded in 1886.,Y,"{""coordinates"": [[-79.39631, 43.66796]], ""type"": ""MultiPoint""}",43.66796,-79.39631,annex,1.0
117,,Royal Ontario Museum,Museum,416-586-8000,,https://www.rom.on.ca/en,30022473.0,,30022473.0,100,Queen's Park,100 Queen's Park,M5S 2C6,former Toronto,Toronto,,107008.0,8408484.0,100.0,,,,11267.0,University-Rosedale,20.0,11.0,3268694.0,"Canadas largest museum of natural history and world cultures, presents engaging galleries of art, archaeology, and natural science from around the world.",Y,"{""coordinates"": [[-79.39479, 43.66771]], ""type"": ""MultiPoint""}",43.66771,-79.39479,bloor,1.0
118,,Sankofa Square (formerly known as Yonge-Dundas Square),Landmark,416-979-9960,,https://www.sankofasquare.ca/,14229809.0,,14229809.0,1,Dundas St E,1 Dundas St E,M5B 2L6,former Toronto,Toronto,,106001.0,7641732.0,1.0,,,,3334.0,Toronto Centre,27.0,13.0,3149860.0,"Yonge-Dundas Square is one of the city's largest public squares. It is located directly across from the Toronto Eaton Centre. The square is home to free movie screenings, concerts, shows and exhibits.",Y,"{""coordinates"": [[-79.38043, 43.65593]], ""type"": ""MultiPoint""}",43.65593,-79.38043,downtown,1.0
119,4th Floor,Sarah and Chaim Neuberger Holocaust Education Centre,Museum,416-631-5689,,https://www.holocaustcentre.com/,487321.0,,487321.0,4588,Bathurst St,4588 Bathurst St,M2R 1W6,North York,Toronto,,104008.0,439530.0,4600.0,,,,436.0,York Centre,10.0,6.0,3154829.0,"The Sarah and Chaim Neuberger Holocaust Education Centre provides all its visitors a complete understanding of the Holocaust.30, 000 students pass through its doors during educational trips.",N,"{""coordinates"": [[-79.44186, 43.76411]], ""type"": ""MultiPoint""}",43.76411,-79.44186,other,0.65
120,,Scarborough Museum,Museum,416-338-8807,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/scarborough-museum/,13967651.0,,13967651.0,1007,Brimley Rd,1007 Brimley Rd,M1P 3E8,Scarborough,Toronto,,107008.0,30039278.0,1007.0,,,,7435.0,Scarborough Centre,38.0,21.0,3301567.0,The Scarborough Museum and its gardens are located within Thomson Memorial Park.It is one of 10 museums operated by the City of Toronto.The Museum looks back on the story of Scarborough's roots and history.,Y,"{""coordinates"": [[-79.25482, 43.75761]], ""type"": ""MultiPoint""}",43.75761,-79.25482,other,0.85
121,,Scarborough Village Theatre,Performing Arts,416-267-9292,,https://theatrescarborough.com/,5045390.0,,5045390.0,3600,Kingston Rd,3600 Kingston Rd,M1M 1R9,Scarborough,Toronto,Scarborough Village Recreation Centre - Building Grounds,106007.0,5041127.0,3600.0,,,,3786.0,Scarborough-Guildwood,36.0,24.0,3838356.0,"Theatre Scarborough is an umbrella organization consisting of Scarborough Music Theatre, Scarborough Players, and Scarborough Theatre Guild. Performances take place at the Scarborough Village Community Centre.",Y,"{""coordinates"": [[-79.21692, 43.73983]], ""type"": ""MultiPoint""}",43.73983,-79.21692,other,0.85
122,,Scotiabank Arena,Sports / Entertainment Venue,416-815-5982,,https://www.scotiabankarena.com/,7929257.0,,7929257.0,40,Bay St,40 Bay St,M5J 2X2,former Toronto,Toronto,Scotiabank Arena,107010.0,7929256.0,40.0,,,,2962.0,Spadina-Fort York,28.0,10.0,3176821.0,"The Scotiabank Arena is a multi-purpose indoor sporting arena and concert venue. It is the home of the Toronto Maple Leafs Hockey Club, the Toronto Raptors basketball team, and the Toronto Rock Lacrosse team.",Y,"{""coordinates"": [[-79.3791, 43.64346]], ""type"": ""MultiPoint""}",43.64346,-79.3791,downtown,1.0
123,,Soulpepper Theatre Company,Performing Arts,416-866-8666,,https://www.soulpepper.ca/,,,,50,Tank House Lane,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,,,,,,,,,Spadina-Fort York,20.0,10.0,,Soulpepper is a not-for-profit theatre company that offers plays and concerts with a focus on training and youth projects.,,"{""coordinates"": [[-79.352772, 43.65084]], ""type"": ""MultiPoint""}",43.65084,-79.352772,other,0.65
124,,Spadina Museum,Museum,416-392-6910,,https://www.toronto.ca/explore-enjoy/history-art-culture/museums/spadina-museum/,7986457.0,,7986457.0,285,Spadina Rd,285 Spadina Rd,M5R 2V5,former Toronto,Toronto,Spadina Museum - Historic House And Gardens - Building Grounds,107008.0,7986453.0,285.0,,,,4428.0,Toronto-St. Paul's,22.0,12.0,3838338.0,"Operated by the City of Toronto, the Spadina Museum is a historic manor house that allows visitors to learn about the history and architecture of  late 19th century to early 20th century Toronto.",Y,"{""coordinates"": [[-79.40818, 43.67898]], ""type"": ""MultiPoint""}",43.67898,-79.40818,other,0.85
125,,St. James Park,Nature/ Park,416-392-2489,,https://www.toronto.ca/data/parks/prd/facilities/complex/408/index.html,8344747.0,,8344747.0,120,King St E,120 King St E,M5C 1G6,former Toronto,Toronto,,106001.0,30097829.0,120.0,,,,3779.0,Toronto Centre,28.0,13.0,4238743.0,"A large green space, home to a Victorian garden, live performances, and is a popular spot for photos. The park is adjacent to historic St. James Cathedral.",Y,"{""coordinates"": [[-79.37306, 43.65083]], ""type"": ""MultiPoint""}",43.65083,-79.37306,waterfront,1.0
126,,St. Lawrence Centre for the Arts,Performing Arts,416-366-1656,,https://tolive.com/Home-Page,8351140.0,,8351140.0,27,Front St E,27 Front St E,M5E 1B4,former Toronto,Toronto,,115001.0,14254949.0,27.0,,,,3471.0,Toronto Centre,28.0,13.0,3128630.0,"Home to  two theatres, the Bluma Appel Theatre and the Jane Mallett Theatre, the St. Lawrence Centre for the Arts is the home to various artistic and public events.",Y,"{""coordinates"": [[-79.37531, 43.64753]], ""type"": ""MultiPoint""}",43.64753,-79.37531,downtown,1.0
127,,St. Lawrence Market and Market Gallery,Attraction,416-392-7220,,http://www.stlawrencemarket.com/,11075763.0,,11075760.0,93,Front St E,93 Front St E,M5E 1C3,former Toronto,Toronto,,115001.0,11075761.0,95.0,,,,3471.0,Toronto Centre,28.0,13.0,1977101.0,"Voted best fresh food market in the world by National Geographic in 2012, Torontos historic and premier market also includes The Market Gallery, housed within part of Torontos original 19th century City Hall.",Y,"{""coordinates"": [[-79.37156, 43.6487]], ""type"": ""MultiPoint""}",43.6487,-79.37156,waterfront,1.0
128,,Steam Whistle Brewery,Attraction,416-362-2337,,https://steamwhistle.ca/,30022193.0,,14172191.0,255,Bremner Blvd,255 Bremner Blvd,M5V 3M9,former Toronto,Toronto,Roundhouse Park,115001.0,13975104.0,255.0,,,,11078.0,Spadina-Fort York,20.0,10.0,3836923.0,"A microbrewery located in downtown Toronto, Steam Whistle Brewery produces a premium pale lager composed of only four ingredients.",Y,"{""coordinates"": [[-79.3857, 43.64067]], ""type"": ""MultiPoint""}",43.64067,-79.3857,harbourfront,1.0
129,,Sugar Beach Park,Nature/ Park,416-396-7378,,https://www.toronto.ca/data/parks/prd/facilities/complex/2261/index.html,30017889.0,,30017889.0,11,Dockside Dr,11 Dockside Dr,M5A 0B6,former Toronto,Toronto,,106001.0,30068335.0,11.0,,,,19432.0,Spadina-Fort York,28.0,10.0,4163708.0,Sugar Beach is one of Toronto's urban beach parks. Famous for its pink umbrellas and Muskoka chairs.,Y,"{""coordinates"": [[-79.36743, 43.6429]], ""type"": ""MultiPoint""}",43.6429,-79.36743,waterfront,1.0
130,,Sunnyside Beach,Nature/ Park,416-392-2489,,https://www.toronto.ca/data/parks/prd/facilities/complex/394/index.html,6814671.0,,6814671.0,1755,Lake Shore Blvd W,1755 Lake Shore Blvd W,M6S 5A3,former Toronto,Toronto,Sunnyside Park,106001.0,30021714.0,1755.0,,,,1962.0,Parkdale-High Park,13.0,4.0,3025447.0,"One of Toronto's designated swimming beaches, Sunnyside Beach provides rowers and paddlers calm waters with an offshore break wall.",Y,"{""coordinates"": [[-79.45703, 43.63738]], ""type"": ""MultiPoint""}",43.63738,-79.45703,other,0.85
131,,Taras H. Shevchenko Museum,Museum,416-534-8662,,https://www.shevchenko.ca/,11394912.0,,11394917.0,1604,Bloor St W,1604 Bloor St W,M6P 1A7,former Toronto,Toronto,,115001.0,14041669.0,1614.0,,,,458.0,Parkdale-High Park,14.0,4.0,4126953.0,The Taras H. Shevchenko Museum is the home to  exhibitions dedicated to the contribution of Ukrainians in Canada and the life of famed writer Taras Shevchenko.,N,"{""coordinates"": [[-79.45524, 43.65599]], ""type"": ""MultiPoint""}",43.65599,-79.45524,other,0.65
132,,Tarragon Theatre,Performing Arts,416-531-1827,,https://tarragontheatre.com/,7994659.0,,7994659.0,30,Bridgman Ave,30 Bridgman Ave,M5R 1X3,former Toronto,Toronto,,107002.0,7994658.0,30.0,,,,3060.0,Toronto-St. Paul's,21.0,12.0,2754414.0,The Tarragon Theatre is a performing arts centre  notable for the development of playwrights. Over 170 works have premiered at the theatre.,Y,"{""coordinates"": [[-79.41287, 43.67494]], ""type"": ""MultiPoint""}",43.67494,-79.41287,annex,1.0
133,,Textile Museum of Canada,Museum,416-599-5321,,https://textilemuseum.ca/,7792171.0,,7792171.0,55,Centre Ave,55 Centre Ave,M5G 2H5,former Toronto,Toronto,,100001.0,7792167.0,55.0,,,,9796.0,Spadina-Fort York,27.0,10.0,2976162.0,"With more than 13,000 objects from more than 200 countries and regions, the Textile Museum of Canada celebrates cultural diversity through traditional fabrics, garments, carpets and related artifacts such as beadwork and basketry.",Y,"{""coordinates"": [[-79.38674, 43.65447]], ""type"": ""MultiPoint""}",43.65447,-79.38674,downtown,1.0
134,Located in St. Andrew's Presbyterian Church,The 48th Highlanders Museum,Museum,416-596-1382,,https://museum.48thhighlanders.ca/,868441.0,,868441.0,73,Simcoe St,73 Simcoe St,M5J 1W9,former Toronto,Toronto,,100001.0,1146180.0,73.0,,,,4411.0,Spadina-Fort York,20.0,10.0,2235601.0,"This museum is dedicated to one of Canada's famous military regiments. The museum holds historical artifacts dating from Victorian Toronto in 1891, when the 48th Highlanders was formed, to the present day.",N,"{""coordinates"": [[-79.38571, 43.64735]], ""type"": ""MultiPoint""}",43.64735,-79.38571,downtown,0.95
135,,The Danforth Music Hall,Performing Arts,416-778-8163,,http://thedanforth.com/,14075977.0,,14075977.0,147,Danforth Ave,147 Danforth Ave,M4K 1N2,former Toronto,Toronto,,115001.0,11046582.0,147.0,,,,86.0,Toronto-Danforth,30.0,14.0,2653715.0,"The Music Hall boasts new theatre seats, state-of-art sound and lighting and a completely renovated backstage area.",Y,"{""coordinates"": [[-79.357, 43.67623]], ""type"": ""MultiPoint""}",43.67623,-79.357,other,0.85
136,(Mill Street and Parliament),The Distillery Historic District,Landmark,647-693-4646,,https://www.thedistillerydistrict.com/,30031582.0,,30031582.0,55,Mill St,55 Mill St,M5A 3C4,former Toronto,Toronto,,115001.0,1145341.0,55.0,,,,9816.0,Spadina-Fort York,28.0,10.0,3231660.0,"A pedestrian-only historic area that represents the largest and best preserved collection of Victorian Industrial Architecture in North America. The refurbished warehouses are now home to restaurants, bars, galleries, studios, and a theatre.",Y,"{""coordinates"": [[-79.35915, 43.65024]], ""type"": ""MultiPoint""}",43.65024,-79.35915,distillery,0.85
137,,The Image Centre (formerly known as Ryerson Image Centre),Gallery,416-979-5164,,https://theimagecentre.ca/,30022231.0,,30022231.0,33,Gould St,33 Gould St,M5B 1E9,former Toronto,Toronto,,104008.0,7641727.0,33.0,,,,3563.0,Toronto Centre,27.0,13.0,3029307.0,"The RIC is dedicated to the public exhibition, research, study and teaching of photography including, installation art and film and media.",Y,"{""coordinates"": [[-79.37938, 43.65769]], ""type"": ""MultiPoint""}",43.65769,-79.37938,downtown,1.0
138,,The Japan Foundation,Museum,416-966-1600,,https://tr.jpf.go.jp/,8535820.0,,8535820.0,2,Bloor St E,2 Bloor St E,M4W 1A8,former Toronto,Toronto,,107010.0,30018013.0,2.0,,,,3020.0,University-Rosedale,27.0,11.0,3005179.0,A cultural establishment aiming towards effective development of its international cultural exchange programs in Japanese arts and cultural exchange.,N,"{""coordinates"": [[-79.38651, 43.6708]], ""type"": ""MultiPoint""}",43.6708,-79.38651,bloor,0.95
139,,The Power Plant Contemporary Art Gallery,Gallery,416-973-4949,,http://www.thepowerplant.org/,20141759.0,,20141759.0,231,Queens Quay W,231 Queens Quay W,M5J 2G8,former Toronto,Toronto,,107002.0,14134888.0,231.0,,,,4244.0,Spadina-Fort York,20.0,10.0,2585330.0,"Dedicated to contemporary art, the Power Plant is a free public gallery located at the Harbourfront Centre.",N,"{""coordinates"": [[-79.38187, 43.63847]], ""type"": ""MultiPoint""}",43.63847,-79.38187,harbourfront,0.95
140,,The Second City,Performing Arts,1-800-896-8120,,https://www.secondcity.com/toronto/,20040556.0,,20040556.0,1,York St,1 York St,M5J 0B6,former Toronto,Toronto,,107002.0,30059744.0,51.0,,,,3980.0,Spadina-Fort York,20.0,10.0,3795500.0,Second City produces premiere comedy performances and operates a training centre.,Y,"{""coordinates"": [[-79.38037, 43.64157]], ""type"": ""MultiPoint""}",43.64157,-79.38037,downtown,1.0
141,,The Theatre Centre,Performing Arts,416-538-0988,,http://theatrecentre.org/,856913.0,,856913.0,1115,Queen St W,1115 Queen St W,M6J 1J1,former Toronto,Toronto,,104008.0,1146609.0,1115.0,,,,4238.0,Davenport,18.0,9.0,2475980.0,"The Theatre Centre supports artists who wish to develop works of an experimental or alternative nature. All their artists embrace the visual arts, music, dance and new media.",N,"{""coordinates"": [[-79.42327, 43.643]], ""type"": ""MultiPoint""}",43.643,-79.42327,other,0.65
142,,The Village Players,Performing Arts,416-767-7702,,http://www.villageplayers.net/,13973721.0,,13973721.0,2190,Bloor St W,2190 Bloor St W,M6S 1N3,former Toronto,Toronto,,112001.0,10250117.0,2190.0,,,,458.0,Parkdale-High Park,13.0,4.0,2188628.0,"The Village Playhouse a non-profit theatre group that opened its doors in 1974 and has since produced plays such as Cat on a Hot Tin Roof, Amadeus and Dial 'M' For Murder.",N,"{""coordinates"": [[-79.47476, 43.65171]], ""type"": ""MultiPoint""}",43.65171,-79.47476,other,0.65
143,,The Well,Landmark,416-203-7777,,https://thewelltoronto.com/,,,,486,Front St W,486 Front St W,M5V 0V2,former Toronto,Toronto,,,,,,,,,Spadina-Fort York,20.0,10.0,,"The Well opened in 2023, offering diverse dining experiences, retail stores and unique architecture.",,"{""coordinates"": [[-79.39579, 43.64279]], ""type"": ""MultiPoint""}",43.64279,-79.39579,other,0.65
144,,Theatre Passe Muraille,Performing Arts,416-504-7529,,http://passemuraille.ca/,8031682.0,,8031682.0,16,Ryerson Ave,16 Ryerson Ave,M5T 2P3,former Toronto,Toronto,,115001.0,14019423.0,16.0,,,,4350.0,Spadina-Fort York,20.0,10.0,2276519.0,Theatre Passe Muraille was Canadas original alternative theatre company. 600 Canadian plays have been produced since the company was founded in 1968.,Y,"{""coordinates"": [[-79.4025, 43.64856]], ""type"": ""MultiPoint""}",43.64856,-79.4025,queenwest,1.0
145,,Thompson Landry Gallery - Stone Building & Cooperage Space,Gallery,416-364-4955,,http://www.thompsonlandry.com/,30032130.0,,30032108.0,32,Distillery Lane,32 Distillery Lane,M5A 3C4,former Toronto,Toronto,,115001.0,30029419.0,6.0,,,,4574.0,Spadina-Fort York,20.0,10.0,3232766.0,"The Thompson Landry Gallery is spread out over 6,000 square feet and showcases artwork from internationally acclaimed contemporary Quebec artists. The gallery opened in 2009 and is situated within the Distillery District's Cooperage Building.",N,"{""coordinates"": [[-79.36019, 43.64974]], ""type"": ""MultiPoint""}",43.64974,-79.36019,distillery,0.65
